ubicacion_key,cod_distrito,distrito,localizacion,tipo_via,via,numero,cp
313,12.0,USERA,"CALL. SEGURA, 2",,,2,
314,20.0,SAN BLAS-CANILLEJAS,CALL. ALCALA / CALL. RUFINO GONZALEZ,,,502,
315,4.0,SALAMANCA,"CARRETERA M-23  (FAROLA 19, SENTIDO ENTRADA A MADRID)",,,77,
316,18.0,VILLA DE VALLECAS,CALL. REAL DE ARGANDA / CALL. PEÑARANDA DE BRACAMONTE,,,74,
317,20.0,SAN BLAS-CANILLEJAS,AVDA. CANILLEJAS A VICALVARO / AVDA. GUADALAJARA,,,84,
318,14.0,MORATALAZ,"AUTOV. M-30, 08XC20",,,08XC20,
319,15.0,CIUDAD LINEAL,"CALL. ALCALA, 265",,,265,
320,9.0,MONCLOA-ARAVACA,"CALL. ARMENTEROS, 14",,,14,
321,4.0,SALAMANCA,PLAZA. CIBELES / PASEO. PRADO,,,4,
322,5.0,CHAMARTÍN,"CALL. VELAZQUEZ, 150",,,150,
323,5.0,CHAMARTÍN,CALL. FRANCISCO SUAREZ / CALL. MENENDEZ PIDAL,,,24,
324,15.0,CIUDAD LINEAL,CALL. ARTURO SORIA / CALL. JOSE MARIA CAVERO,,,108,
325,13.0,PUENTE DE VALLECAS,"CALL. ADRADA DE HAZA, 16",,,16,
326,6.0,TETUÁN,"CALL. RAIMUNDO FERNANDEZ VILLAVERDE, 51",,,51,
327,19.0,VICÁLVARO,S/N  FAROLA 47,,,26,
328,11.0,CARABANCHEL,GTA. MARQUES DE VADILLO / CALL. GENERAL RICARDOS,,,5,
329,5.0,CHAMARTÍN,CALL. VELAZQUEZ / CALL. JOAQUIN COSTA,,,143,
330,6.0,TETUÁN,"CALL. BUSTILLO DEL ORO, 18B",,,18B,
331,12.0,USERA,CALL. ISIDRA JIMENEZ / CALL. MIRAMADRID,,,45,
332,8.0,FUENCARRAL-EL PARDO,AVDA. SANTUARIO DE VALVERDE / calle monasterio de oseira,,,74A,
333,2.0,ARGANZUELA,RONDA. SEGOVIA / CALL. SEGOVIA,,,2B,
334,8.0,FUENCARRAL-EL PARDO,"CALL. QUINTANADUEÑAS, 2A",,,2A,
335,11.0,CARABANCHEL,CALL. CASTELLFLORITE / CALL. VIA CARPETANA,,,1,
336,17.0,VILLAVERDE,AVDA. GRAN VIA DE VILLAVERDE / AVDA. GRAN VIA DE VILLAVERDE,,,20,
337,11.0,CARABANCHEL,AVDA. EURO / AVDA. CARABANCHEL ALTO,,,70,
338,15.0,CIUDAD LINEAL,"CALL. ARTURO SORIA, 191",,,191,
339,5.0,CHAMARTÍN,"PASEO. CASTELLANA, 280",,,280,
340,15.0,CIUDAD LINEAL,CALL. ARTURO SORIA / CALL. CARLOTA O'NEILL,,,5,
341,1.0,CENTRO,"CALL. SAN BERNARDO, 50",,,50,
342,2.0,ARGANZUELA,"GTA. PIRAMIDES, 2",,,2,
343,1.0,CENTRO,"PASEO. PRADO, 18",,,18,
344,11.0,CARABANCHEL,"GTA. VALLE DE ORO, 4",,,4,
345,15.0,CIUDAD LINEAL,"AVDA. MARQUES DE CORBERA, 1",,,1,
346,15.0,CIUDAD LINEAL,"AUTOV. A-2, +00500E",,,+00500E,
347,12.0,USERA,"AVDA. MANZANARES, 210",,,210,
348,12.0,USERA,"CALL. SOCUELLAMOS, 7",,,7,
349,11.0,CARABANCHEL,"AVDA. POBLADOS, 155",,,155,
350,13.0,PUENTE DE VALLECAS,CALL. PEÑA UBIÑA / CALL. MONTE PERDIDO,,,7,
351,12.0,USERA,M-30 CALZADA 2 P.K. 12.000,,,13XL00,
352,15.0,CIUDAD LINEAL,"CALL. SAN MAXIMILIANO, 33",,,33,
353,14.0,MORATALAZ,"AUTOV. M-23 / 0,600",,,0,
354,4.0,SALAMANCA,CALL. SERRANO / CALL. JUAN BRAVO,,,69,
355,13.0,PUENTE DE VALLECAS,AVDA. BUENOS AIRES / AVDA. ALBUFERA,,,2,
356,1.0,CENTRO,CALL. TUDESCOS / CALL. MIGUEL MOYA,,,4,
357,11.0,CARABANCHEL,CALL. FRAGATA / CALL. MATILDE HERNANDEZ,,,1,
358,15.0,CIUDAD LINEAL,"AUTOV. M-30, 05XC50",,,05XC50,
359,17.0,VILLAVERDE,CALL. VILLALONSO / AVDA. REAL DE PINTO,,,3,
360,18.0,VILLA DE VALLECAS,CALL. LA ADRADA / CALL. CORRAL DE ALMAGUER,,,1,
361,13.0,PUENTE DE VALLECAS,AVDA. PABLO NERUDA / CALL. MALGRAT DE MAR,,,5,
362,1.0,CENTRO,"CALL. CONDE DUQUE, 15",,,15,
363,16.0,HORTALEZA,"CALL. SILVANO, 99",,,99,
364,15.0,CIUDAD LINEAL,CALL. PEDRO SALINAS / CALL. PABLO VIDAL,,,11,
365,5.0,CHAMARTÍN,"CALL. LOPEZ DE HOYOS, 86",,,86,
366,15.0,CIUDAD LINEAL,"CALL. ALCALA, 369",,,369,
367,6.0,TETUÁN,"CALL. FORTUNATA Y JACINTA, 31",,,31,
368,9.0,MONCLOA-ARAVACA,"CALL. AGUILAFUENTE, 1",,,1,
369,6.0,TETUÁN,CALL. GENERAL CABRERA / CALL. SAN GERMAN,,,22,
370,6.0,TETUÁN,"CALL. ALEJANDRO RODRIGUEZ, 25",,,25,
371,8.0,FUENCARRAL-EL PARDO,"PASEO. CASTELLANA, 259A",,,259A,
372,15.0,CIUDAD LINEAL,"AUTOV. M-30, 04RA60",,,04RA60,
373,5.0,CHAMARTÍN,"AUTOV. M-30, 00NC80",,,00NC80,
374,15.0,CIUDAD LINEAL,"AUTOV. M-30, 00RN03",,,00RN03,
375,6.0,TETUÁN,"CALL. JERONIMA LLORENTE, 1",,,1,
376,15.0,CIUDAD LINEAL,"CALL. MESENA, 33",,,33,
377,4.0,SALAMANCA,CALL. JOSE ORTEGA Y GASSET / CALL. VELAZQUEZ,,,16,
378,17.0,VILLAVERDE,AVDA. ANDALUCIA / CALL. UNANIMIDAD,,,49,
379,19.0,VICÁLVARO,CALL. SIMPATIA / AVDA. MIGUEL DELIBES,,,1,
380,4.0,SALAMANCA,CALL. CARTAGENA / CALL. AZCONA,,,32,
381,20.0,SAN BLAS-CANILLEJAS,CALL. ALBASANZ / CALL. SAN ROMUALDO,,,71,
382,8.0,FUENCARRAL-EL PARDO,"CALL. NUESTRA SEÑORA DE VALVERDE, 2",,,2,
383,19.0,VICÁLVARO,CALL. LAS SANTERAS / CALL. LA HUERTA DE LOS RUEDA,,,39,
384,9.0,MONCLOA-ARAVACA,"CALL. PRINCESA, 31",,,31,
385,5.0,CHAMARTÍN,"AUTOV. M-30, CALZADA 1 , PK32",,,32RA14,
386,11.0,CARABANCHEL,"CALL. DATIL, 5",,,5,
387,7.0,CHAMBERÍ,"CALL. GUZMAN EL BUENO, 135",,,135,
388,4.0,SALAMANCA,"CALL. AYALA, 1",,,1,
389,4.0,SALAMANCA,CALL. CONDE DE PEÑALVER / CALL. JUAN BRAVO,,,76,
390,11.0,CARABANCHEL,"CALL. GENERAL RICARDOS, 184",,,184,
391,9.0,MONCLOA-ARAVACA,GTA. SAN ANTONIO DE LA FLORIDA / GTA. SAN ANTONIO DE LA FLORIDA,,,1,
392,9.0,MONCLOA-ARAVACA,"PLAZA. REPUBLICA DE CHILE, 0",,,0,
393,13.0,PUENTE DE VALLECAS,AVDA. ENTREVIAS / CALL. SERENA,,,84,
394,3.0,RETIRO,"CALL. DOCTOR ESQUERDO, 95",,,95,
395,5.0,CHAMARTÍN,"PASEO. CASTELLANA, 194",,,194,
396,2.0,ARGANZUELA,"CALL. TOLEDO, 171A",,,171A,
397,3.0,RETIRO,"CALL. CONDE DE CARTAGENA, 4",,,4,
398,12.0,USERA,"PLAZA. ELIPTICA, 2",,,2,
399,6.0,TETUÁN,PLAZA. CASTILLA / CALL. MATEO INURRIA,,,1,
400,20.0,SAN BLAS-CANILLEJAS,"AVDA. CANILLEJAS A VICALVARO, 127",,,127,
401,13.0,PUENTE DE VALLECAS,"AVDA. ALBUFERA, 323",,,323,
402,5.0,CHAMARTÍN,CALL. JOSE BARDASANO BAOS / CALL. CAIDOS DE LA DIVISION AZUL,,,1,
403,5.0,CHAMARTÍN,"PASEO. CASTELLANA, 150",,,150,
404,9.0,MONCLOA-ARAVACA,"AUTOV. M-30, 19XC80",,,19XC80,
405,2.0,ARGANZUELA,PASEO. SANTA MARIA DE LA CABEZA / CALL. MARQUESA DE SILVELA,,,1,
406,4.0,SALAMANCA,"AUTOV. M-30, 06NL38 BAJADA LATERAL  DESDE PUENTE VENTAS",,,06NL38,
407,5.0,CHAMARTÍN,"PASEO. CASTELLANA, 220",,,220,
408,8.0,FUENCARRAL-EL PARDO,"AUTOV. M-30, 32XC00",,,32XC00,
409,5.0,CHAMARTÍN,"AUTOV. M-30, 03NC74",,,03NC74,
410,10.0,LATINA,AVDA. POBLADOS / CALL. VALMOJADO,,,41,
411,5.0,CHAMARTÍN,CALL. CLARA DEL REY / CALL. ALUSTANTE,,,33,
412,2.0,ARGANZUELA,"AUTOV. M-30, 11NL00",,,11NL00,
413,19.0,VICÁLVARO,AVDA. DEMOCRACIA / AUTOV. A-3,,,41,
414,10.0,LATINA,CALL. CARAMUEL / PASEO. OLIVOS,,,96,
415,9.0,MONCLOA-ARAVACA,"CALL. FRANCOS RODRIGUEZ, 106",,,106,
416,2.0,ARGANZUELA,CALL. EMBAJADORES / CALL. MORATINES,,,78,
417,14.0,MORATALAZ,"CALL. EL CAIRO, 2",,,2,
418,9.0,MONCLOA-ARAVACA,AVDA. VICTORIA CON C/ CERRO DE LOS GAMOS,,,2,
419,4.0,SALAMANCA,"CALL. DOCTOR ESQUERDO, 3",,,3,
420,16.0,HORTALEZA,"CMNO. FUENTE DE LA MORA, 9",,,9,
421,14.0,MORATALAZ,"CALL. MARIO CABRE, 17",,,17,
422,11.0,CARABANCHEL,AVDA. NUESTRA SEÑORA DE FATIMA / CALL. RAMON SERRANO,,,37,
423,3.0,RETIRO,CALL. ESTRELLA POLAR / CALL. PEZ AUSTRAL,,,24,
424,5.0,CHAMARTÍN,PASEO. CASTELLANA / PLAZA. SAN JUAN DE LA CRUZ,,,80,
425,4.0,SALAMANCA,"CALL. SERRANO, 37",,,37,
426,2.0,ARGANZUELA,"PASEO. PONTONES, 18",,,18,
427,2.0,ARGANZUELA,"AUTOV. M-30, 12NL20",,,12NL20,
428,6.0,TETUÁN,"CALL. FRANCISCO GERVAS, 26",,,26,
429,20.0,SAN BLAS-CANILLEJAS,"CALL. ALCALA, 522",,,522,
430,5.0,CHAMARTÍN,CALL. SERRANO / CALL. LEIZARAN,,,173,
431,13.0,PUENTE DE VALLECAS,"AUTOV. M-30, 10XC60",,,10XC60,
432,4.0,SALAMANCA,"PASEO. RECOLETOS, 20",,,20,
433,6.0,TETUÁN,CALL. SANTA JULIANA / CALL. BEIRE,,,57,
434,10.0,LATINA,CTRA. CARABANCHEL A ARAVACA / CALL. SANCHIDRIAN,,,2,
435,12.0,USERA,"CALL. SIMCA, 16",,,16,
436,1.0,CENTRO,CALL. CABALLERO DE GRACIA / CALL. VIRGEN DE LOS PELIGROS,,,26,
437,5.0,CHAMARTÍN,"AVDA. PIO XII, 4",,,4,
438,6.0,TETUÁN,"TUNEL AZCA, PLANTA -1, 07 T-AZC 1º  040",,,89,
439,6.0,TETUÁN,CALL. SINESIO DELGADO / CALL. CAPITAN BLANCO ARGIBAY,,,17,
440,11.0,CARABANCHEL,CALL. GENERAL RICARDOS / CALL. RAMON SAINZ,,,192,
441,15.0,CIUDAD LINEAL,CALL. NICOLAS SALMERON / CALL. HERMANOS GARCIA NOBLEJAS,,,1,
442,1.0,CENTRO,"CALL. GENOVA, 26",,,26,
443,11.0,CARABANCHEL,"PASEO. SANTA MARIA DE LA CABEZA, 132",,,132,
444,13.0,PUENTE DE VALLECAS,AVDA. MIGUEL HERNANDEZ / CALL. VILLALOBOS,,,116,
445,19.0,VICÁLVARO,AUTOV. M-45 / AVDA. BLAS DE LEZO,,,+02500I,
446,2.0,ARGANZUELA,PASEO. SANTA MARIA DE LA CABEZA / PLAZA. EMPERADOR CARLOS V,,,1,
447,10.0,LATINA,"CALL. LOS YEBENES, 161",,,161,
448,9.0,MONCLOA-ARAVACA,"AUTOV. M-30, 23NC84",,,23NC84,
449,5.0,CHAMARTÍN,PASEO. CASTELLANA / CALL. DANIEL VAZQUEZ DIAZ,,,280,
450,7.0,CHAMBERÍ,"CALL. MIGUEL ANGEL, 21",,,21,
451,8.0,FUENCARRAL-EL PARDO,"CALL. CERRO DEL CASTAÑAR, 159",,,159,
452,15.0,CIUDAD LINEAL,CALL. ARTURO SORIA / CALL. AÑASTRO,,,248,
453,13.0,PUENTE DE VALLECAS,"CALL. FRANCISCO LAGUNA, 2",,,2,
454,13.0,PUENTE DE VALLECAS,CALL. MENDEZ ALVARO / AVDA. ENTREVIAS,,,82,
455,5.0,CHAMARTÍN,CALL. MAURICIO LEGENDRE / AVDA. LLANO CASTELLANO,,,1,
456,10.0,LATINA,CALL. VILLAMANIN / PASEO. EXTREMADURA,,,66,
457,3.0,RETIRO,CALL. DOCTOR ESQUERDO / CALL. IBIZA,,,48,
458,17.0,VILLAVERDE,CALL. ALCOCER / CALL. ARECHAVALETA,,,18,
459,15.0,CIUDAD LINEAL,CALL. ALCALA / CALL. ARTURO SORIA,,,412,
460,5.0,CHAMARTÍN,"AVDA. RAMON Y CAJAL, 71",,,71,
461,4.0,SALAMANCA,"CALL. MARIA DE MOLINA, 2",,,2,
462,8.0,FUENCARRAL-EL PARDO,AVDA. CARDENAL HERRERA ORIA / AUTOV. M-30,,,427I,
463,14.0,MORATALAZ,PLAZA. CORREGIDOR LICENCIADO ANTONIO DE MENA / doctor garcia tapia,,,0,
464,5.0,CHAMARTÍN,"AUTOV. M-30, 02NC80",,,02NC80,
465,2.0,ARGANZUELA,"AUTOV. M-30, 11NL50",,,11NL50,
466,9.0,MONCLOA-ARAVACA,PASEO. RUPERTO CHAPI / PLAZA. REPUBLICA DE CHILE,,,0,
467,4.0,SALAMANCA,CALL. O'DONNELL / CALL. ALCALDE SAINZ DE BARANDA,,,77,
468,5.0,CHAMARTÍN,"PASEO. LA HABANA, 50",,,50,
469,9.0,MONCLOA-ARAVACA,PLAZA. ESPAÑA / CALL. GRAN VIA,,,1D,
470,10.0,LATINA,PASEO. EXTREMADURA / CALL. HUERTA DE CASTAÑEDA,,,170,
471,11.0,CARABANCHEL,PASEO. QUINCE DE MAYO / CALL. ANTONIO VICO,,,1,
472,4.0,SALAMANCA,"CALL. MARIA DE MOLINA, 58",,,58,
473,15.0,CIUDAD LINEAL,"AVDA. BADAJOZ, 18",,,18,
474,14.0,MORATALAZ,"AUTOV. M-30, 08XL20",,,08XL20,
475,3.0,RETIRO,AVDA. CIUDAD DE BARCELONA / CALL. LUIS MITJANS,,,105,
476,3.0,RETIRO,CALL. ALFONSO XII / PLAZA. EMPERADOR CARLOS V,,,68,
477,2.0,ARGANZUELA,"AVDA. CIUDAD DE BARCELONA, 2B",,,2B,
478,18.0,VILLA DE VALLECAS,"AVDA DE LAS SUERTES , 67",,,67A,
479,14.0,MORATALAZ,CALL. ARROYO BELINCOSO / CALL. CORREGIDOR DIEGO CABEZA DE VACA,,,5,
480,7.0,CHAMBERÍ,CALL. SAGASTA / CALL. FRANCISCO DE ROJAS,,,19,
481,2.0,ARGANZUELA,"PASEO. PONTONES, 27",,,27,
482,12.0,USERA,AVDA. RAFAELA YBARRA / CALL. CESTONA,,,12,
483,12.0,USERA,CALL. CRISTO DE LA VICTORIA / CALL. OLVIDO,,,1,
484,2.0,ARGANZUELA,"AUTOV. M-30, 11NL10",,,11NL10,
485,20.0,SAN BLAS-CANILLEJAS,"CALL. HERMANOS GARCIA NOBLEJAS, 125",,,125,
486,19.0,VICÁLVARO,"CTRA. VICALVARO A COSLADA, 30",,,30,
487,18.0,VILLA DE VALLECAS,AVDA. MAYORAZGO / CALL. CINCOVILLAS,,,1,
488,7.0,CHAMBERÍ,CALL. SANTA ENGRACIA / CALL. MARIA DE GUZMAN,,,151,
489,13.0,PUENTE DE VALLECAS,"CALLE G, 17",,,38,
490,1.0,CENTRO,"CALL. GENERAL CASTAÑOS, 1",,,1,
491,2.0,ARGANZUELA,"AUTOV. M-30, 11XC57",,,11XC57,
492,7.0,CHAMBERÍ,"PASEO. GENERAL MARTINEZ CAMPOS, 44",,,44,
493,5.0,CHAMARTÍN,"AUTOV. M-30, 02NL50",,,02NL50,
494,13.0,PUENTE DE VALLECAS,CALL. MARTINEZ DE LA RIVA / CALL. SIERRA NEVADA,,,141,
495,11.0,CARABANCHEL,"CALL. ALFONSO MARTINEZ CONDE, 9",,,9,
496,11.0,CARABANCHEL,AVDA. PESETA / AVDA. CARABANCHEL ALTO,,,115,
497,12.0,USERA,"CALL. EMPLEO JUVENIL, 2",,,2,
498,21.0,BARAJAS,"AVDA. CANTABRIA, 21",,,21,
499,6.0,TETUÁN,"CALL. BRAVO MURILLO, 377",,,377,
500,12.0,USERA,"CALL. CRISTO DE LA VICTORIA, 136",,,136,
501,8.0,FUENCARRAL-EL PARDO,AVDA. CAMINO DE SANTIAGO / PASEO. SAN MILLAN DE LA COGOLLA,,,11,
502,12.0,USERA,AVDA. ANDALUCIA / AVDA. LOS ROSALES,,,19,
503,3.0,RETIRO,AVDA. MEMORIA / AUTOV. A-6,,,1,
504,20.0,SAN BLAS-CANILLEJAS,"CALL. ALBADALEJO, 42",,,42,
505,11.0,CARABANCHEL,CALL. EUGENIA DE MONTIJO / AVDA. POBLADOS,,,83,
506,13.0,PUENTE DE VALLECAS,AVDA. DEMOCRACIA / AVDA. ALBUFERA,,,3,
507,13.0,PUENTE DE VALLECAS,"CALL. EMBAJADORES, 324",,,324,
508,13.0,PUENTE DE VALLECAS,"AVDA. MONTE IGUELDO, 47",,,47,
509,11.0,CARABANCHEL,CALL. VIA LUSITANA / CALL. BRAGANZA,,,6,
510,8.0,FUENCARRAL-EL PARDO,"AVDA. MONFORTE DE LEMOS, 36",,,36,
511,7.0,CHAMBERÍ,CALL. FRANCISCO DE ROJAS / CALL. SAGASTA,,,1,
512,15.0,CIUDAD LINEAL,CALL. ARTURO SORIA / CALL. CALERUEGA,,,316,
513,17.0,VILLAVERDE,CALL. ALIANZA / CALL. CONSENSO,,,25,
514,14.0,MORATALAZ,"CALL. JOSE BERGAMIN, 56",,,56,
515,5.0,CHAMARTÍN,CALL. TRUEBA Y FERNANDEZ / CALL. VICTOR ANDRES BELAUNDE,,,7,
516,8.0,FUENCARRAL-EL PARDO,AVDA. BETANZOS / AUTOV. M-30,,,60,
517,11.0,CARABANCHEL,CALL. BALEARES / CALL. MIGUEL SORIANO,,,53,
518,9.0,MONCLOA-ARAVACA,"AUTOV. M-30, 23XC63",,,23XC63,
519,19.0,VICÁLVARO,"AVDA. PARQUE, 6",,,6,
520,16.0,HORTALEZA,AVDA. JUAN ANTONIO SAMARANCH / CALL. FERNANDO HIGUERAS,,,29,
521,14.0,MORATALAZ,"CALL. ARROYO FONTARRON, 121",,,121,
522,17.0,VILLAVERDE,"AVDA. REAL DE PINTO, 101",,,101,
523,10.0,LATINA,"CALL. ILLESCAS, 14",,,14,
524,4.0,SALAMANCA,PLAZA. DOCTOR MARAÑON / CALL. MARIA DE MOLINA,,,0,
525,8.0,FUENCARRAL-EL PARDO,"CALL. VILORIA DE LA RIOJA, 57",,,57,
526,13.0,PUENTE DE VALLECAS,"AUTOV. A-4, +00600E",,,+00600E,
527,13.0,PUENTE DE VALLECAS,"AVDA. ALBUFERA, 66",,,66,
528,6.0,TETUÁN,CALL. SAN RAIMUNDO / CALL. FRANCISCO SALAS,,,27,
529,2.0,ARGANZUELA,"AUTOV. M-30, 11NL80",,,11NL80,
530,21.0,BARAJAS,"CALL. FOXTROT, 1",,,1,
531,2.0,ARGANZUELA,"AUTOV. M-30, 12NL00",,,12NL00,
532,15.0,CIUDAD LINEAL,"AUTOV. M-30, 06XC30",,,06XC30,
533,8.0,FUENCARRAL-EL PARDO,"CALL. JULIO PALACIOS, 23",,,23,
534,14.0,MORATALAZ,CALL. BRUJAS / AVDA. DEL DR. GARCIA TAPIA,,,2,
535,6.0,TETUÁN,"CALL. SOR ANGELA DE LA CRUZ, 12",,,12,
536,6.0,TETUÁN,CALL. EDGAR NEVILLE / CALL. BASILICA,,,23,
537,16.0,HORTALEZA,"CALL. MACHAQUITO, 33",,,33,
538,9.0,MONCLOA-ARAVACA,"PLAZA. CARDENAL CISNEROS, 3",,,3,
539,5.0,CHAMARTÍN,"PASEO. CASTELLANA, 128",,,128,
540,7.0,CHAMBERÍ,"CALL. MIGUEL ANGEL, 31",,,31,
541,9.0,MONCLOA-ARAVACA,"CALL. MOZART, 26",,,26,
542,11.0,CARABANCHEL,"CALL. BELMONTE DE TAJO, 63",,,63,
543,20.0,SAN BLAS-CANILLEJAS,GTA. RICARDO VELAZQUEZ BOSCO / AVDA. VEINTICINCO DE SEPTIEMBRE,,,2,
544,12.0,USERA,CRUCE CALLE TOMELLOSO CON CALLE DOCTOR TOLOSA LATOUR,,,18,
545,18.0,VILLA DE VALLECAS,"CALL. SAN JAIME, 7",,,7,
546,9.0,MONCLOA-ARAVACA,"CALL. JUAN DEL ROSAL, 2",,,2,
547,20.0,SAN BLAS-CANILLEJAS,"CALL. ALBAIDA, 28",,,28,
548,16.0,HORTALEZA,"CALL. CUEVAS DEL ALMANZORA, 63",,,63,
549,6.0,TETUÁN,"AVDA. GENERAL PERON, 24",,,24,
550,9.0,MONCLOA-ARAVACA,"CALL. BENITO GUTIERREZ, 47",,,47,
551,19.0,VICÁLVARO,CALL. VILLALMANZO / CALL. LAGO ERIE,,,14,
552,7.0,CHAMBERÍ,"CALL. MIGUEL ANGEL, 6",,,6,
553,15.0,CIUDAD LINEAL,"CALL. ALCALA, 415",,,415,
554,13.0,PUENTE DE VALLECAS,AVDA. ALBUFERA / CALL. SIERRA DE CADI,,,70,
555,7.0,CHAMBERÍ,CALL. MODESTO LAFUENTE / CALL. MAUDES,,,65,
556,12.0,USERA,"CALL. ANTONIO LOPEZ, 256A",,,256A,
557,3.0,RETIRO,"CALL. DOCTOR ESQUERDO, 215",,,215,
558,16.0,HORTALEZA,GTA. LUIS ROSALES / CALL. LOPEZ DE HOYOS,,,0,
559,6.0,TETUÁN,CALL. BRAVO MURILLO / INTER. PLAZA DE CASTILLA,,,384,
560,6.0,TETUÁN,"PASEO. CASTELLANA, 169",,,169,
561,2.0,ARGANZUELA,CALL. ALEJANDRO DUMAS / PASEO. MELANCOLICOS,,,4,
562,15.0,CIUDAD LINEAL,CALL. ALCALA / CALL. VIRGEN DE LA PAZ,,,253,
563,1.0,CENTRO,PASEO. PRADO / CALL. ATOCHA,,,48,
564,5.0,CHAMARTÍN,"PASEO. CASTELLANA, 230",,,230,
565,7.0,CHAMBERÍ,PLAZA. CRISTO REY / PLAZA. CRISTO REY,,,1,
566,1.0,CENTRO,"CALL. CARRANZA, 3",,,3,
567,10.0,LATINA,CALL. HIGUERAS / CALL. PASCUAL RODRIGUEZ,,,37,
568,1.0,CENTRO,"CALL. OLIVAR, 52",,,52,
569,13.0,PUENTE DE VALLECAS,"AUTOV. M-30, CALZADA EXTERIOR PK10.300",,,10XC30,
570,11.0,CARABANCHEL,"CALL. AGUACATE, 39",,,39,
571,7.0,CHAMBERÍ,"CALL. LUCHANA, 16",,,16,
572,5.0,CHAMARTÍN,CALL. LEIZARAN / CALL. SIL,,,12,
573,18.0,VILLA DE VALLECAS,"AVDA. DEMOCRACIA, 30",,,30,
574,6.0,TETUÁN,"CALL. DOCTOR SANTERO, 11",,,11,
575,8.0,FUENCARRAL-EL PARDO,"AVDA. CARDENAL HERRERA ORIA, 94",,,94,
576,20.0,SAN BLAS-CANILLEJAS,CALL. ALCALA / AVDA. CANILLEJAS A VICALVARO,,,418,
577,9.0,MONCLOA-ARAVACA,"CALL. SAN POL DE MAR, 11",,,11,
578,17.0,VILLAVERDE,"AVDA. REAL DE PINTO, 6",,,6,
579,15.0,CIUDAD LINEAL,CALL. MESENA / CALL. DUQUESA DE CASTREJON,,,13,
580,13.0,PUENTE DE VALLECAS,"CALL. PUERTO DEL MONASTERIO, 24",,,24,
581,12.0,USERA,CALL. CARABELOS / CALL. ALCAZABA,,,34,
582,3.0,RETIRO,"PLAZA. INDEPENDENCIA, 10",,,10,
583,18.0,VILLA DE VALLECAS,CTRA. VILLAVERDE A VALLECAS / AVDA. MAYORAZGO,,,20,
584,1.0,CENTRO,CALL. SEGOVIA / RONDA. SEGOVIA,,,30,
585,2.0,ARGANZUELA,"CALL. MENDEZ ALVARO, 21",,,21,
586,4.0,SALAMANCA,CALL. JUAN BRAVO / CALL. PRINCIPE DE VERGARA,,,25,
587,13.0,PUENTE DE VALLECAS,"CALL. PUERTO DE BALBARAN, 133",,,133,
588,4.0,SALAMANCA,CALL. DIEGO DE LEON / CALL. PRINCIPE DE VERGARA,,,41,
589,6.0,TETUÁN,PASEO. CASTELLANA / CALL. RAIMUNDO FERNANDEZ VILLAVERDE,,,69,
590,4.0,SALAMANCA,CALL. JOSE ORTEGA Y GASSET / CALL. VELAZQUEZ,,,18,
591,4.0,SALAMANCA,GTA. EMILIO CASTELAR / CALL. MARIA DE MOLINA,,,0,
592,4.0,SALAMANCA,CALL. PRINCIPE DE VERGARA / CALL. JUAN BRAVO,,,86,
593,20.0,SAN BLAS-CANILLEJAS,CALL. CAMPEZO / CALL. SAMANIEGO,,,12,
594,15.0,CIUDAD LINEAL,"CALL. SAN MARCELO, 15",,,15,
595,16.0,HORTALEZA,CALL. JAVIER DEL QUINTO / CALL. AREQUIPA,,,2,
596,11.0,CARABANCHEL,CALL. ANTONIO DE LEYVA / CALL. GUADALETE,,,69,
597,20.0,SAN BLAS-CANILLEJAS,"AUTOV. M-21, +00420E",,,+00420E,
598,13.0,PUENTE DE VALLECAS,"CTRA. VICALVARO A VALLECAS, 3",,,3,
599,7.0,CHAMBERÍ,"CALL. FUENCARRAL, 160",,,160,
600,10.0,LATINA,CALL. MELILOTO / AVDA. POBLADOS,,,1,
601,6.0,TETUÁN,"CALL. PINOS ALTA, 7",,,7,
602,10.0,LATINA,AVDA. PESETA / AVDA. CARABANCHEL ALTO,,,6,
603,17.0,VILLAVERDE,AVDA. REAL DE PINTO / CALL. SAN NORBERTO,,,75,
604,21.0,BARAJAS,"AVDA. SUR DEL AEROPUERTO DE BARAJAS, 2",,,2,
605,2.0,ARGANZUELA,"CALL. TOLEDO, 172",,,172,
606,1.0,CENTRO,"PLAZA. CASCORRO, 14",,,14,
607,15.0,CIUDAD LINEAL,"CALL. ALCALA, 295",,,295,
608,4.0,SALAMANCA,CALL. FERNAN GONZALEZ / CALL. ALCALA,,,1,
609,10.0,LATINA,"CALL. GUADARRAMA, 18",,,18,
610,15.0,CIUDAD LINEAL,CALL. ALCALA / CALL. GUTIERRE DE CETINA,,,348,
611,4.0,SALAMANCA,CALL. NUÑEZ DE BALBOA / CALL. DIEGO DE LEON,,,95,
612,1.0,CENTRO,"CALL. SAGASTA, 16",,,16,
613,1.0,CENTRO,PASEO. RECOLETOS / CALL. PRIM,,,17,
614,15.0,CIUDAD LINEAL,CALL. SOL NACIENTE / CALL. ROSALIA TRUJILLO,,,26,
615,15.0,CIUDAD LINEAL,NII,,,+00500E,
616,3.0,RETIRO,CALL. DOCTOR ESQUERDO / PLAZA. CONDE DE CASAL,,,132,
617,2.0,ARGANZUELA,CALL. SEGOVIA / GTA. PUENTE DE SEGOVIA,,,81,
618,17.0,VILLAVERDE,CALL. EDUARDO BARREIROS / CALL. EL SANTO DE LA ISIDRA,,,120,
